lat_rounded,lon_rounded,district_imputed
22.5,114.14,
19.38,-99.2,
19.26,-99.18,
-33.88,18.49,
-33.88,18.58,
-33.88,18.59,
-22.99,-43.48,
40.99,28.91,
40.91,29.16,
41.94,12.51,
-33.77,151.29,
-33.82,151.15,
-33.72,151.29,
13.69,100.42,
13.66,100.6,
-34.02,18.44,
-34.07,18.87,
-22.98,-43.46,
-33.66,151.32,
40.97,29.14,
40.99,28.62,
41.82,12.62,
42.0,12.35,
13.68,100.65,
13.71,100.54,
13.71,100.34,
13.78,100.64,
13.68,100.63,
13.79,100.69,
13.89,100.6,
19.35,-99.29,
19.37,-99.12,
19.28,-99.17,
-34.02,18.36,
-33.7,151.1,
41.03,28.66,
41.03,29.03,
13.78,100.59,
13.68,100.64,
13.69,100.5,
13.82,100.52,
13.74,100.42,
22.53,114.09,
22.54,114.13,
19.39,-99.19,
19.34,-99.13,
19.52,-99.15,
-33.65,151.28,
-33.91,151.08,
41.09,28.9,
40.92,29.18,
13.77,100.66,
13.74,100.64,
13.74,100.52,
13.77,100.53,
13.73,100.55,
-33.67,18.58,
-33.98,18.51,
-33.82,151.02,
41.08,29.03,
41.06,29.04,
13.71,100.47,
13.81,100.58,
13.85,100.64,
13.84,100.55,
13.84,100.7,
13.83,100.66,
13.82,100.61,
13.74,100.62,
22.33,114.16,
-34.03,18.49,
-34.0,18.51,
-33.9,18.6,
-34.15,18.88,
-34.04,18.75,
-22.9,-43.59,
-33.84,151.16,
41.07,28.98,
41.08,28.98,
41.17,29.05,
41.08,29.01,
41.13,29.06,
41.02,29.08,
41.1,28.9,
41.74,12.26,
41.92,12.38,
13.71,100.64,
-22.99,-43.37,
22.28,114.21,
22.34,114.14,
19.38,-99.11,
19.4,-99.12,
-33.87,18.6,
-34.14,18.41,
19.47,-99.13,
-33.93,18.51,
41.75,12.36,
19.45,-99.16,
-33.92,18.41,
-22.97,-43.35,
-22.9,-43.23,
-33.59,151.32,
41.18,28.89,
19.46,-99.19,
19.38,-99.26,
19.35,-99.3,
-34.14,18.43,
-33.84,150.98,
40.98,29.07,
40.99,28.7,
19.26,-99.11,
19.34,-99.12,
19.45,-99.12,
19.42,-99.1,
-23.02,-43.3,
41.08,29.04,
41.07,28.69,
41.03,28.82,
41.99,12.25,
22.34,114.16,
19.35,-99.13,
19.31,-99.17,
41.14,29.05,
41.1,28.99,
41.92,12.39,
41.07,28.14,
41.04,28.77,
13.7,100.64,
22.28,114.22,
19.47,-99.16,
-33.92,18.4,
-34.05,18.82,
-33.88,18.52,
40.99,28.83,
41.9,12.55,
41.01,29.05,
19.39,-99.14,
-33.97,18.38,
-33.95,151.08,
41.02,29.05,
13.87,100.61,
19.4,-99.19,
-33.83,18.5,
19.3,-99.11,
-34.09,18.85,
-34.1,18.47,
-34.13,18.43,
-33.96,18.47,
13.81,100.53,
13.71,100.46,
13.82,100.58,
22.32,114.19,
-34.08,18.48,
40.99,28.87,
41.97,12.53,
22.21,114.03,
19.27,-99.16,
19.34,-99.22,
19.38,-99.12,
19.44,-99.12,
19.47,-99.08,
19.45,-99.19,
19.38,-99.02,
-33.87,18.53,
-33.84,18.55,
-33.83,151.17,
-33.93,151.03,
40.99,28.85,
41.02,28.87,
40.97,29.13,
41.88,12.58,
41.91,12.57,
41.85,12.42,
41.87,12.59,
42.0,12.5,
41.94,12.54,
41.93,12.57,
19.45,-99.11,
-34.04,18.76,
-22.9,-43.68,
-22.8,-43.17,
48.85,2.43,
-34.13,18.45,
-22.8,-43.2,
-33.82,151.16,
-33.78,151.09,
40.88,29.2,
22.3,114.02,
-23.03,-43.46,
-33.69,151.11,
41.16,29.04,
19.35,-99.25,
-33.93,18.39,
-33.94,18.38,
-33.76,150.71,
41.0,29.04,
-22.94,-43.24,
19.45,-99.21,
22.38,114.19,
19.51,-99.14,
-33.72,151.12,
22.38,114.27,
19.34,-99.17,
-33.95,18.39,
-34.11,18.82,
-34.04,151.1,
41.01,28.54,
41.85,12.49,
19.38,-99.19,
19.41,-99.07,
19.42,-99.09,
-34.02,18.42,
-33.86,18.66,
-23.0,-43.27,
-22.93,-43.34,
41.02,29.12,
41.83,12.49,
19.38,-99.08,
19.35,-99.17,
19.42,-99.07,
19.31,-99.18,
41.14,29.04,
41.78,12.49,
19.37,-99.16,
-34.05,18.83,
22.29,114.03,
-33.94,18.4,
-33.99,18.47,
-33.97,18.37,
-33.87,18.5,
-34.04,151.12,
19.44,-99.1,
-34.09,18.47,
-34.07,151.15,
41.94,12.58,
41.91,12.4,
41.81,12.45,
22.53,114.12,
19.45,-99.06,
-33.98,18.47,
-34.2,18.46,
-33.71,18.44,
-33.95,18.47,
-22.84,-43.38,
-33.61,151.33,
41.92,12.67,
19.31,-99.16,
19.37,-99.26,
19.46,-99.14,
19.36,-99.17,
-33.88,18.62,
-34.0,151.14,
19.4,-99.07,
19.28,-99.14,
-34.08,18.86,
-34.19,18.43,
-22.82,-43.2,
-22.97,-43.37,
19.36,-99.19,
-34.01,18.35,
-33.8,18.48,
-34.18,18.42,
-34.02,151.07,
19.42,-99.21,
19.39,-99.13,
-33.86,18.56,
-33.87,18.65,
-33.85,18.49,
-33.84,18.69,
-33.85,18.66,
-34.07,18.86,
-33.74,151.21,
-33.78,151.0,
-34.1,18.49,
-34.2,18.44,
-33.78,151.2,
-33.77,151.15,
41.03,28.93,
40.94,29.14,
41.86,12.56,
48.84,2.43,
41.93,12.4,
41.85,12.5,
19.46,-99.1,
19.29,-99.16,
-34.15,18.86,
-34.03,18.45,
-33.81,18.49,
-33.79,151.24,
41.96,12.41,
-34.05,18.35,
-33.78,151.13,
41.79,12.45,
-34.15,18.85,
-33.86,18.68,
-33.89,18.61,
-33.88,18.64,
-33.89,18.69,
-22.97,-43.58,
-22.91,-43.28,
40.97,29.07,
41.03,29.11,
41.01,28.89,
41.92,12.56,
-33.86,18.64,
-23.0,-43.34,
41.01,28.68,
41.0,29.09,
41.86,12.44,
41.74,12.38,
22.54,114.12,
-33.82,18.64,
-33.99,18.5,
-34.07,18.58,
-22.99,-43.27,
-22.82,-43.18,
41.01,28.79,
41.03,29.06,
40.97,29.09,
41.04,29.27,
41.06,28.85,
41.09,28.94,
42.0,12.48,
48.82,2.42,
22.3,113.95,
-33.98,18.46,
-22.87,-43.34,
-22.75,-43.11,
-22.93,-43.22,
-33.85,151.06,
41.05,28.77,
41.03,29.04,
40.98,28.72,
41.09,29.1,
41.95,12.48,
41.86,12.4,
41.98,12.49,
41.73,12.38,
41.84,12.6,
41.9,12.57,
41.82,12.44,
-33.94,18.47,
-33.64,151.32,
40.82,29.31,
41.99,12.4,
41.85,12.57,
-33.76,150.72,
19.48,-99.1,
-33.93,18.73,
41.76,12.36,
13.78,100.55,
22.27,114.0,
19.26,-99.16,
-34.05,18.34,
-33.89,18.6,
-33.76,151.26,
40.98,28.85,
41.85,12.44,
42.06,12.49,
41.99,12.49,
22.24,114.16,
19.34,-99.14,
-33.6,151.33,
-33.97,151.11,
41.07,29.02,
-34.15,18.44,
22.39,114.27,
22.35,114.06,
-34.05,18.46,
41.82,12.48,
41.97,12.4,
13.66,100.64,
41.77,12.37,
41.95,12.53,
41.95,12.52,
41.79,12.36,
41.82,12.45,
41.86,12.63,
13.75,100.64,
22.3,114.19,
19.41,-99.14,
19.33,-99.14,
19.3,-99.04,
19.41,-99.12,
-33.97,18.49,
-34.06,18.51,
-33.88,18.7,
-34.02,18.46,
-33.83,18.51,
-33.88,151.01,
41.16,29.05,
40.99,29.11,
41.83,12.57,
41.93,12.49,
41.84,12.45,
41.91,12.59,
41.86,12.46,
41.93,12.62,
41.8,12.43,
41.79,12.39,
19.46,-99.12,
-33.62,151.32,
-34.05,151.13,
22.31,114.01,
19.4,-99.13,
41.09,29.01,
40.93,29.29,
-33.79,151.14,
19.31,-99.22,
19.32,-99.22,
19.4,-99.08,
-33.8,18.5,
-33.67,151.29,
-33.73,151.01,
22.23,114.11,
22.33,114.17,
19.32,-99.12,
-22.92,-43.36,
-34.07,151.13,
19.28,-99.0,
19.37,-99.3,
-33.63,151.34,
-33.68,151.32,
-34.06,150.69,
40.97,29.06,
-34.02,18.37,
-34.13,18.34,
-33.8,151.04,
-34.14,18.85,
-22.88,-43.34,
-34.07,151.16,
-33.74,151.28,
22.25,113.98,
22.27,114.18,
-34.06,18.43,
-33.87,18.63,
-34.1,18.83,
-34.13,18.38,
41.12,29.01,
19.46,-99.17,
-34.12,18.46,
-33.87,18.66,
-34.07,18.85,
-33.64,151.31,
-33.82,151.05,
40.89,29.35,
41.78,12.37,
-34.16,18.43,
-34.01,18.34,
-34.16,18.86,
-34.04,18.37,
-33.83,18.72,
-33.75,150.7,
-33.62,151.34,
41.85,12.64,
48.88,2.27,
22.39,114.2,
19.3,-99.17,
19.47,-99.19,
-34.13,18.83,
-34.1,18.37,
-34.09,18.82,
-22.97,-43.22,
-33.96,151.24,
19.45,-99.22,
19.32,-99.13,
-34.05,18.43,
-33.97,18.65,
-33.87,18.68,
-33.78,150.68,
-33.89,151.29,
41.0,29.1,
19.43,-99.09,
40.89,29.26,
40.86,29.3,
41.85,12.68,
-33.73,18.44,
-33.94,18.44,
-34.14,18.38,
19.45,-99.17,
-33.82,18.68,
-34.11,18.39,
-33.96,18.49,
41.09,29.04,
40.99,29.13,
13.79,100.58,
19.29,-99.0,
-33.96,18.39,
-33.72,18.51,
-34.04,18.45,
-34.09,18.81,
-34.15,18.43,
-33.82,151.22,
40.94,29.11,
41.0,28.85,
13.77,100.55,
48.83,2.26,
13.76,100.51,
19.3,-99.22,
40.9,29.2,
41.04,28.68,
-33.9,18.48,
41.8,12.47,
22.3,114.27,
41.0,28.94,
22.51,114.07,
-33.83,18.65,
-33.81,150.98,
-34.01,151.11,
40.87,29.13,
41.09,29.05,
41.08,28.99,
41.97,12.43,
41.92,12.43,
22.44,114.05,
22.27,114.19,
22.28,114.14,
-33.81,18.48,
41.08,29.02,
-22.94,-43.34,
-33.89,18.58,
-34.02,18.39,
-22.97,-43.5,
-22.85,-43.32,
13.71,100.4,
22.32,114.18,
-23.01,-43.49,
-23.0,-43.48,
-33.88,150.98,
40.98,28.73,
41.96,12.53,
19.4,-99.06,
19.29,-99.12,
-22.92,-43.38,
19.35,-99.12,
-22.94,-43.16,
-22.86,-43.55,
40.95,29.1,
40.99,29.06,
41.94,12.43,
19.49,-99.21,
-22.91,-43.16,
41.03,28.65,
41.0,29.15,
40.99,28.71,
40.9,29.16,
41.02,29.04,
40.97,28.66,
41.9,12.41,
41.96,12.44,
19.29,-99.06,
-33.93,18.7,
-33.73,151.13,
19.33,-99.21,
19.38,-99.13,
19.45,-99.13,
19.28,-99.22,
-34.14,18.91,
-33.84,18.68,
-34.08,150.79,
-33.73,151.12,
41.0,29.05,
41.92,12.4,
41.86,12.64,
41.83,12.39,
22.52,114.19,
-33.89,18.49,
-22.8,-43.21,
-22.84,-43.32,
-23.01,-43.39,
-22.87,-43.55,
40.98,28.87,
41.03,29.08,
41.02,29.19,
41.05,28.92,
41.91,12.39,
41.88,12.55,
41.98,12.56,
19.51,-99.15,
-33.86,18.69,
-33.8,18.47,
-22.96,-43.41,
41.01,29.14,
41.88,12.36,
22.22,113.91,
19.34,-99.21,
-33.77,150.82,
-34.2,18.37,
-33.97,18.46,
-33.77,151.27,
19.37,-99.29,
-33.96,18.37,
-22.81,-43.19,
41.1,29.0,
41.01,29.11,
22.33,114.15,
-33.74,151.07,
40.98,29.26,
40.95,29.11,
41.84,12.52,
41.12,29.0,
40.99,29.08,
41.88,12.44,
41.01,29.08,
-34.21,18.46,
-34.2,18.4,
41.04,29.05,
41.03,29.09,
19.52,-99.16,
-34.04,18.44,
-33.74,150.94,
-33.91,150.93,
41.94,12.6,
-34.02,18.47,
-34.02,18.35,
40.98,28.86,
41.01,28.84,
19.28,-99.13,
-22.87,-43.3,
40.92,29.29,
41.04,29.04,
13.7,100.55,
19.42,-99.11,
-34.1,18.36,
-33.91,18.68,
-33.8,151.06,
42.03,12.37,
41.87,12.65,
13.73,100.5,
13.7,100.48,
22.33,114.21,
22.36,114.13,
19.19,-99.02,
-34.1,18.86,
-22.96,-43.36,
-22.84,-43.3,
-23.02,-43.54,
41.14,29.13,
41.0,28.71,
41.08,29.05,
40.92,29.28,
13.77,100.63,
13.81,100.67,
41.0,28.8,
13.76,100.47,
13.77,100.6,
13.7,100.52,
-33.94,18.46,
41.95,12.51,
13.71,100.52,
-22.88,-43.28,
41.05,28.94,
41.83,12.48,
-22.88,-43.26,
41.03,28.77,
41.06,28.79,
41.04,28.79,
-22.93,-43.21,
40.99,29.09,
13.66,100.65,
41.1,28.77,
40.91,29.19,
40.99,28.84,
13.67,100.64,
22.26,114.19,
41.0,28.84,
40.88,29.23,
22.34,114.15,
19.49,-99.22,
-33.93,151.19,
22.27,114.16,
48.84,2.42,
40.94,29.15,
19.41,-99.1,
40.87,29.23,
41.06,29.03,
41.83,12.5,
40.9,29.22,
41.01,28.83,
41.02,28.67,
41.04,28.83,
-33.81,151.25,
40.97,29.12,
41.98,12.5,
48.9,2.4,
22.22,113.99,
22.29,114.16,
41.06,28.66,
-33.67,151.32,
-33.76,150.91,
40.88,29.07,
41.0,29.2,
41.11,28.66,
22.23,114.12,
41.04,28.64,
41.02,28.69,
-22.98,-43.69,
41.0,28.67,
41.11,29.02,
13.74,100.63,
41.0,29.11,
41.0,29.21,
41.01,29.19,
-22.82,-43.17,
22.29,113.95,
22.29,114.21,
-22.85,-43.31,
40.86,29.34,
41.02,28.68,
-33.86,18.49,
22.31,114.22,
22.28,114.23,
41.01,28.87,
41.1,28.76,
41.02,28.96,
40.98,29.04,
-22.93,-43.39,
-33.93,150.92,
41.04,28.66,
19.41,-99.13,
-23.0,-43.25,
41.07,28.66,
-22.99,-43.4,
41.07,29.06,
13.86,100.62,
13.68,100.59,
13.78,100.5,
41.96,12.45,
-22.84,-43.4,
41.14,29.86,
40.98,28.71,
40.97,29.11,
41.84,12.49,
-22.94,-43.21,
19.34,-99.24,
41.77,12.35,
-22.8,-43.32,
-22.94,-43.57,
13.82,100.63,
-33.8,18.51,
-33.9,18.5,
-22.96,-43.35,
-22.86,-43.25,
41.0,28.69,
41.79,12.42,
19.4,-99.25,
19.33,-99.12,
-33.79,150.95,
40.98,29.11,
41.86,12.42,
13.69,100.62,
19.37,-99.2,
19.49,-99.14,
19.29,-99.19,
19.35,-99.27,
41.73,12.36,
-33.94,18.51,
-33.72,18.44,
-33.94,151.14,
41.09,28.99,
41.05,28.83,
41.08,28.71,
41.85,12.56,
41.0,28.63,
41.0,29.02,
19.45,-99.18,
-33.84,18.54,
41.12,29.05,
19.44,-99.09,
40.93,29.14,
41.05,28.95,
41.92,12.37,
19.28,-99.21,
41.04,28.76,
13.87,100.62,
-22.85,-43.26,
41.79,12.41,
19.43,-99.23,
19.4,-99.24,
-33.98,18.44,
19.41,-99.2,
19.47,-99.11,
19.41,-99.24,
-34.01,18.47,
41.12,29.04,
-34.15,18.32,
41.12,29.07,
19.42,-99.23,
41.84,12.54,
19.42,-99.22,
19.39,-99.1,
19.46,-99.2,
13.72,100.45,
41.07,29.01,
41.04,29.07,
-34.03,18.35,
13.83,100.62,
-33.82,18.51,
48.82,2.31,
22.53,114.11,
41.93,12.37,
22.2,114.03,
22.54,114.11,
-34.14,18.44,
41.85,12.46,
22.4,113.97,
41.08,28.79,
41.08,28.94,
41.03,28.84,
40.98,29.06,
42.02,12.48,
-34.2,18.42,
40.96,28.83,
41.03,29.01,
42.12,12.32,
41.82,12.35,
13.9,100.58,
22.34,114.11,
-34.03,18.53,
-34.08,18.55,
40.98,29.13,
13.73,100.51,
13.74,100.51,
-22.82,-43.19,
41.18,29.61,
41.11,28.78,
41.82,12.32,
13.89,100.58,
22.31,114.19,
22.43,114.0,
41.0,28.79,
13.77,100.49,
13.8,100.64,
22.29,114.17,
-33.92,18.45,
-33.71,151.29,
41.91,12.43,
41.82,12.31,
13.81,100.52,
13.76,100.52,
22.24,113.98,
19.48,-99.15,
19.5,-99.09,
-33.8,18.52,
41.19,28.75,
41.05,28.82,
40.96,29.08,
-33.87,18.51,
-22.83,-43.33,
41.0,28.61,
42.12,12.33,
41.0,28.86,
-33.85,18.69,
-34.02,18.48,
41.92,12.28,
19.41,-99.08,
40.99,29.24,
19.32,-99.24,
19.47,-99.17,
-33.86,151.09,
41.81,12.48,
-34.15,18.87,
19.4,-99.09,
19.24,-99.15,
-33.89,18.5,
-34.04,18.47,
41.0,28.6,
-33.89,18.7,
19.44,-99.08,
-34.14,18.87,
19.48,-99.12,
42.01,12.37,
22.44,114.06,
-33.88,18.57,
19.26,-99.17,
-33.89,151.07,
41.11,28.8,
-23.06,-43.57,
41.17,29.06,
41.85,12.38,
13.72,100.73,
41.86,12.39,
22.53,114.08,
13.79,100.49,
40.93,29.31,
13.74,100.75,
-34.17,18.85,
41.91,12.56,
41.91,12.29,
13.79,100.54,
41.05,29.08,
41.0,29.14,
13.83,100.68,
-33.86,18.5,
-34.12,18.84,
41.9,12.69,
40.99,29.12,
13.75,100.52,
19.42,-99.08,
-33.79,18.51,
41.1,29.09,
40.98,28.74,
13.73,100.64,
-33.78,18.58,
-34.0,18.43,
19.35,-99.14,
19.33,-99.27,
22.55,114.19,
22.55,114.2,
19.32,-99.15,
41.9,12.56,
13.76,100.61,
41.06,28.91,
41.03,29.17,
-34.14,18.36,
41.85,12.73,
19.42,-99.2,
19.28,-99.16,
-34.01,18.45,
-33.9,18.51,
-33.84,151.07,
-33.93,151.22,
40.97,29.1,
-22.79,-43.19,
-33.92,151.11,
-33.92,151.22,
19.33,-99.17,
19.36,-99.26,
-33.98,18.48,
-34.03,18.38,
-34.2,18.43,
-33.84,151.14,
41.06,28.72,
41.06,28.7,
13.79,100.63,
41.94,12.44,
13.82,100.56,
-34.04,151.07,
-33.76,151.25,
13.78,100.67,
22.52,114.07,
-34.09,18.45,
41.13,29.04,
41.08,28.92,
41.01,28.61,
41.86,12.58,
13.67,100.55,
13.66,100.5,
22.52,114.08,
19.4,-99.1,
19.38,-99.21,
40.82,29.3,
41.83,12.56,
19.23,-99.12,
-34.0,18.46,
-22.81,-43.21,
-33.84,18.65,
-22.82,-43.28,
41.97,12.41,
13.78,100.6,
13.78,100.56,
-33.83,151.02,
-34.1,18.39,
13.72,100.6,
19.3,-99.13,
-33.97,18.5,
41.97,12.54,
13.83,100.54,
19.31,-99.26,
13.93,100.59,
13.72,100.74,
-33.94,151.13,
42.0,12.42,
13.93,100.58,
41.04,28.81,
13.72,100.61,
19.34,-99.04,
-34.21,18.45,
-33.87,18.54,
41.9,12.68,
13.7,100.65,
13.7,100.47,
22.34,114.18,
-34.1,18.84,
-33.9,18.49,
-22.91,-43.38,
22.55,114.24,
22.27,113.99,
13.72,100.62,
13.81,100.72,
13.71,100.55,
13.72,100.65,
13.71,100.63,
13.78,100.53,
13.8,100.56,
-33.84,18.67,
41.05,29.03,
-33.81,151.0,
13.74,100.48,
13.75,100.49,
13.75,100.48,
13.7,100.42,
-22.9,-43.19,
-33.95,151.14,
13.92,100.65,
-33.92,18.53,
13.76,100.48,
13.74,100.47,
-34.04,18.43,
13.79,100.47,
13.69,100.53,
-34.02,18.45,
-34.14,18.34,
13.81,100.64,
-33.85,18.51,
13.86,100.58,
-22.93,-43.27,
-33.7,150.97,
41.01,29.02,
41.74,12.5,
-33.88,18.61,
40.98,28.78,
40.98,29.08,
19.36,-99.06,
-22.9,-43.28,
-22.95,-43.26,
40.91,29.14,
41.79,12.5,
41.0,29.06,
42.04,12.47,
13.84,100.59,
-33.89,18.57,
-33.81,18.66,
-33.91,18.69,
-33.87,151.15,
19.45,-99.1,
13.76,100.63,
-33.84,18.66,
-33.89,18.62,
-33.86,18.65,
-22.89,-43.19,
41.75,12.37,
13.67,100.54,
-33.83,150.99,
-33.97,18.54,
-22.95,-43.32,
-33.78,151.06,
40.9,29.18,
41.01,28.92,
41.08,28.95,
-33.93,151.06,
-33.99,151.15,
48.82,2.46,
-33.83,18.49,
40.98,29.09,
41.01,28.82,
40.93,29.12,
41.78,12.31,
-33.86,18.63,
13.79,100.62,
19.29,-99.23,
-33.69,151.1,
13.83,100.52,
13.8,100.59,
-34.05,18.45,
-33.97,18.55,
-33.92,151.14,
41.97,12.46,
-33.86,151.27,
-33.98,18.5,
-33.94,151.16,
41.1,28.98,
41.84,12.43,
-33.81,151.26,
-33.91,151.09,
-33.75,151.24,
-33.84,151.18,
-33.81,150.99,
41.07,28.72,
40.93,29.21,
40.99,28.79,
41.07,29.03,
-33.91,18.56,
41.04,28.84,
41.0,28.81,
-33.82,18.49,
41.19,28.9,
-33.98,18.53,
-22.92,-43.55,
41.0,29.19,
41.08,28.89,
41.06,29.16,
13.72,100.78,
42.01,12.47,
13.72,100.35,
-34.04,18.46,
41.03,28.81,
41.17,29.61,
13.73,100.48,
13.71,100.42,
-34.01,18.48,
41.04,28.88,
41.03,29.23,
19.49,-99.2,
19.35,-99.2,
22.31,114.25,
22.37,114.0,
22.54,114.1,
19.27,-99.17,
19.37,-99.22,
-33.88,18.66,
-33.93,18.52,
-33.9,18.54,
41.05,29.05,
41.04,28.63,
-33.99,151.07,
40.92,29.13,
41.06,28.68,
41.91,12.58,
41.83,12.46,
42.06,12.29,
41.02,28.59,
41.93,12.54,
40.87,29.12,
42.04,12.56,
13.78,100.75,
-33.95,151.05,
-34.01,151.06,
41.87,12.63,
-33.95,18.71,
41.95,12.42,
41.1,29.05,
40.82,29.32,
-22.98,-43.47,
19.31,-99.21,
19.47,-99.2,
41.19,28.88,
19.44,-99.11,
41.03,29.02,
41.87,12.5,
-34.08,18.47,
40.99,29.07,
-33.55,151.23,
19.31,-99.13,
19.29,-99.14,
19.31,-99.23,
-34.02,151.06,
41.87,12.4,
-33.86,18.58,
-33.92,18.56,
40.88,29.21,
-33.87,151.16,
-33.77,150.79,
22.29,114.28,
-33.88,18.6,
22.23,113.96,
22.32,114.22,
41.82,12.51,
13.88,100.55,
22.23,113.95,
-33.79,18.58,
19.45,-99.09,
-23.06,-43.56,
48.85,2.44,
19.5,-99.15,
-33.75,151.15,
40.87,29.32,
-33.85,151.11,
40.95,29.09,
-33.9,151.1,
41.87,12.7,
19.35,-99.1,
-33.76,151.15,
-34.03,151.06,
-33.98,151.14,
19.41,-99.23,
-22.87,-43.6,
-33.8,150.97,
41.0,28.54,
41.85,12.58,
40.96,29.07,
19.36,-99.23,
13.75,100.51,
-33.96,151.09,
41.11,28.77,
40.97,28.65,
-33.96,151.13,
13.61,100.51,
-33.93,18.53,
41.02,28.84,
-33.9,151.28,
41.08,28.69,
40.98,28.65,
19.47,-99.14,
19.3,-99.07,
-34.08,18.87,
41.0,28.77,
41.0,28.76,
-33.89,18.67,
41.0,28.95,
-33.71,151.11,
13.74,100.46,
22.33,114.18,
-33.71,18.45,
-22.89,-43.59,
41.01,29.04,
41.02,28.85,
41.97,12.52,
13.84,100.56,
22.29,113.94,
19.37,-99.24,
19.35,-99.23,
-34.06,150.82,
-33.89,150.95,
-33.85,18.55,
-22.8,-43.19,
22.37,114.18,
19.39,-99.09,
19.51,-99.16,
-33.91,18.48,
-33.75,150.69,
41.02,28.9,
41.07,28.77,
22.31,114.16,
19.48,-99.13,
-34.17,18.42,
40.99,28.78,
19.36,-99.25,
40.98,29.1,
-33.7,151.31,
-22.92,-43.2,
-33.78,150.94,
41.01,29.18,
22.29,114.01,
-34.2,18.38,
-34.08,151.15,
-33.76,150.69,
19.3,-99.16,
40.98,28.79,
19.36,-99.07,
-34.11,18.46,
22.31,114.26,
19.42,-99.12,
19.5,-99.19,
-22.9,-43.27,
41.05,28.93,
13.82,100.59,
-33.81,18.46,
-34.14,18.42,
41.03,28.83,
41.03,28.87,
-34.1,18.81,
41.09,29.06,
41.07,28.71,
-33.85,18.7,
-33.84,150.99,
40.98,29.15,
22.41,113.98,
13.8,100.5,
-33.87,18.49,
41.86,12.67,
-33.95,18.42,
41.77,12.36,
-22.86,-43.48,
-33.81,151.3,
-33.75,18.44,
-33.69,18.45,
40.97,29.04,
-34.01,18.44,
41.04,28.94,
41.09,28.98,
41.94,12.56,
19.31,-99.19,
22.3,114.14,
-33.84,151.11,
41.9,12.39,
41.74,12.35,
-33.89,18.56,
41.95,12.46,
-33.92,18.6,
-33.74,151.29,
-34.19,18.38,
41.15,29.05,
41.18,28.88,
-34.14,18.9,
-34.16,18.88,
-33.68,18.45,
41.78,12.33,
41.19,28.73,
41.83,12.44,
41.01,28.81,
22.22,114.11,
-33.95,18.72,
-33.84,18.51,
41.07,28.97,
41.14,29.1,
-33.84,151.04,
-22.98,-43.67,
19.33,-99.1,
-23.07,-43.57,
40.83,29.3,
-33.82,18.67,
19.46,-99.05,
-33.87,18.57,
41.82,12.64,
-33.87,18.61,
41.97,12.55,
41.06,29.06,
-33.92,18.5,
41.2,28.73,
19.33,-99.29,
13.79,100.6,
41.84,12.61,
19.33,-99.28,
41.83,12.73,
41.01,28.9,
-33.86,18.67,
41.0,29.12,
41.07,28.84,
40.99,28.93,
-34.02,18.38,
41.05,29.24,
41.13,28.79,
41.03,28.45,
40.93,29.13,
-33.87,18.58,
41.07,28.92,
13.67,100.53,
-34.13,18.39,
19.21,-99.12,
13.79,100.71,
48.81,2.35,
40.91,29.18,
13.76,100.49,
41.85,12.6,
19.37,-99.28,
13.77,100.5,
13.71,100.44,
13.78,100.52,
19.37,-99.23,
-34.0,18.5,
-34.13,18.4,
42.07,12.34,
13.67,100.63,
41.9,12.4,
41.93,12.38,
42.01,12.52,
13.73,100.75,
13.67,100.46,
19.28,-99.2,
41.04,28.9,
22.29,114.04,
41.79,12.53,
41.95,12.41,
41.88,12.35,
-33.66,18.81,
-22.88,-43.53,
41.86,12.6,
13.8,100.62,
22.31,114.23,
40.91,29.22,
-33.64,151.29,
22.28,114.04,
22.23,113.93,
19.49,-99.13,
41.02,29.07,
-34.05,18.85,
42.02,12.4,
-33.87,18.59,
19.31,-99.12,
19.41,-99.09,
19.45,-99.07,
-34.0,18.45,
-33.62,151.33,
19.32,-99.11,
13.68,100.46,
19.27,-99.1,
40.99,28.6,
-34.11,18.37,
-23.0,-43.28,
41.0,29.13,
19.35,-99.31,
19.39,-99.2,
19.27,-99.18,
19.47,-99.12,
13.76,100.64,
-34.04,151.13,
41.1,29.01,
19.3,-99.02,
-34.07,18.41,
41.06,28.3,
41.86,12.66,
13.77,100.62,
41.16,29.75,
41.74,12.3,
41.94,12.63,
-22.94,-43.37,
41.89,12.58,
19.33,-99.16,
-34.07,18.88,
19.39,-99.12,
41.06,28.92,
41.11,29.0,
-33.94,18.48,
41.02,28.77,
19.32,-99.1,
19.43,-99.08,
-23.0,-43.24,
-33.84,151.19,
13.86,100.64,
19.5,-99.14,
-33.76,18.44,
-22.89,-43.4,
41.32,28.6,
19.37,-99.21,
19.38,-99.24,
-34.06,18.44,
-33.88,18.5,
19.5,-99.2,
-33.99,18.49,
-33.77,151.11,
19.32,-99.14,
19.5,-99.12,
19.5,-99.13,
-34.19,18.44,
-34.02,18.34,
41.76,12.31,
40.99,29.1,
-34.12,18.38,
19.33,-99.22,
-34.03,18.41,
19.32,-99.16,
41.85,12.45,
41.82,12.47,
22.29,114.27,
40.99,28.68,
-22.97,-43.49,
41.19,29.05,
41.86,12.51,
41.11,28.79,
19.39,-99.25,
41.86,12.61,
-34.16,18.42,
13.79,100.51,
-34.05,18.76,
-33.71,150.84,
-33.75,151.22,
-33.76,150.88,
40.97,28.74,
41.03,28.96,
41.98,12.55,
-34.06,18.88,
-34.08,150.83,
13.86,100.65,
13.71,100.65,
13.82,100.68,
-33.74,18.45,
-33.83,151.26,
-33.78,151.25,
-33.78,150.82,
-33.98,150.82,
13.81,100.61,
