lat_rounded,lon_rounded,district_imputed
13.86,100.59,
-22.83,-43.27,
-33.78,151.14,
40.82,29.28,
41.03,29.1,
41.07,28.96,
-33.96,150.9,
-34.01,150.86,
-33.7,150.9,
13.71,100.49,
-34.01,18.43,
-33.96,151.02,
-33.54,151.24,
-33.78,151.26,
19.35,-99.21,
-34.06,151.14,
41.18,28.91,
-33.75,151.23,
-33.75,151.25,
13.65,100.64,
-33.76,151.17,
19.29,-99.04,
13.88,100.62,
-33.78,150.9,
-33.99,18.44,
-33.81,151.23,
-33.89,151.11,
41.09,28.78,
41.85,12.53,
13.86,100.71,
22.32,114.21,
41.25,29.04,
-33.83,150.96,
41.06,29.05,
41.04,28.85,
41.11,29.15,
41.15,29.04,
41.88,12.65,
41.13,29.09,
41.2,29.03,
41.11,29.13,
41.07,28.13,
41.04,28.51,
41.66,12.42,
13.7,100.62,
13.73,100.61,
-34.08,18.43,
-22.93,-43.38,
-33.8,151.3,
-33.82,150.93,
-34.01,151.08,
-33.76,151.07,
-33.79,151.07,
-33.88,151.08,
41.12,29.13,
40.98,29.12,
41.77,12.55,
22.3,114.16,
19.41,-99.06,
-33.95,150.87,
-33.92,150.85,
41.05,29.07,
41.02,28.7,
-33.86,18.54,
-22.98,-43.38,
-23.03,-43.51,
-34.03,151.09,
41.29,28.6,
41.78,12.57,
19.38,-99.22,
41.18,29.35,
41.27,28.64,
-33.78,150.8,
-33.86,151.14,
-33.74,151.1,
-33.89,150.91,
-33.78,151.08,
41.99,12.56,
-22.87,-43.25,
-33.78,151.17,
41.21,29.41,
40.94,29.38,
13.73,100.46,
-33.81,151.03,
41.1,29.11,
41.92,12.54,
41.88,12.39,
-33.62,150.91,
-33.73,151.26,
19.3,-99.23,
-22.92,-43.37,
-33.8,151.24,
-33.77,151.07,
-33.65,151.3,
-33.76,151.21,
41.18,28.41,
-22.98,-43.25,
-33.85,150.99,
41.76,12.3,
41.96,12.54,
13.8,100.65,
19.47,-99.18,
-34.12,18.43,
-22.99,-43.5,
-22.88,-43.41,
-22.86,-43.36,
-33.8,151.09,
-34.05,150.82,
-33.95,150.9,
40.94,29.33,
41.98,12.54,
-33.85,18.5,
-34.08,18.84,
-33.92,18.63,
-33.92,18.49,
-34.03,18.42,
-34.01,18.41,
-34.05,18.37,
-34.11,18.38,
-33.97,18.45,
-34.05,18.44,
-34.1,18.87,
-34.0,18.44,
-33.68,18.6,
-34.01,18.37,
-34.1,18.38,
-34.02,18.43,
-33.8,18.53,
-34.07,18.89,
-33.94,18.39,
-34.01,18.4,
-33.94,18.37,
-34.04,18.83,
-34.08,18.44,
-34.09,18.44,
-34.01,18.42,
-34.03,18.44,
-33.8,18.49,
-34.07,18.42,
-34.03,18.37,
-34.01,18.36,
-33.94,18.52,
-34.0,18.48,
-33.93,18.49,
-33.79,18.45,
-34.07,18.51,
22.27,113.94,
-23.03,-43.5,
-22.96,-43.65,
-34.01,150.73,
-33.88,151.12,
-34.05,151.1,
-33.79,150.97,
41.12,29.22,
41.05,29.06,
19.44,-99.23,
-33.67,151.02,
-33.68,151.04,
13.81,100.54,
13.82,100.54,
-22.89,-43.58,
-22.92,-43.41,
-22.87,-43.42,
-33.88,151.04,
41.11,29.14,
41.81,12.63,
19.24,-99.16,
19.3,-99.15,
-33.73,18.45,
-33.73,150.7,
-33.6,151.12,
-33.76,150.99,
-34.04,150.74,
-33.71,151.09,
-33.72,150.99,
-33.77,151.13,
41.18,29.09,
41.83,12.42,
41.83,12.41,
41.87,12.41,
41.82,12.46,
-33.82,150.97,
-33.98,150.81,
-33.63,150.94,
-33.74,150.71,
-34.08,151.13,
41.17,29.58,
-22.97,-43.24,
-34.07,150.78,
-34.06,150.71,
-33.95,150.85,
-33.6,151.3,
-33.46,151.08,
-33.62,151.2,
-34.08,150.67,
-33.51,151.18,
-33.54,151.15,
-22.77,-43.11,
-34.08,151.16,
-33.83,151.18,
-33.81,150.96,
-34.09,151.14,
-34.05,150.76,
-33.67,150.68,
-33.8,151.16,
-33.87,18.55,
-33.68,151.1,
-33.75,150.96,
40.98,28.61,
13.71,100.7,
-33.88,18.54,
-34.07,18.83,
-22.96,-43.27,
-33.75,150.76,
-33.76,151.08,
-34.09,151.15,
41.05,29.09,
41.79,12.57,
-33.8,18.57,
-34.18,18.36,
-34.12,18.37,
-34.15,18.42,
-33.94,18.49,
-33.86,18.55,
-33.82,18.74,
-34.19,18.37,
-34.21,18.41,
-33.84,18.52,
13.85,100.61,
19.34,-99.23,
19.32,-99.29,
-23.0,-43.3,
-33.69,150.96,
-34.07,150.8,
19.29,-99.22,
-34.1,18.92,
-33.9,18.65,
-34.04,151.11,
13.94,100.62,
-34.11,18.85,
-22.99,-43.56,
-34.09,151.16,
-33.6,151.32,
-33.91,18.51,
-33.77,150.76,
19.37,-99.1,
-33.87,150.99,
-33.79,151.05,
-33.79,151.16,
41.72,12.32,
22.29,114.22,
-34.12,18.39,
-34.02,18.63,
-23.02,-43.55,
-33.77,150.77,
-33.73,150.86,
-33.41,150.96,
-33.82,151.12,
41.11,28.38,
19.29,-99.15,
-33.86,18.53,
-34.18,18.41,
-33.94,150.96,
-33.85,151.04,
-33.95,151.02,
42.0,12.38,
-34.04,18.82,
-23.0,-43.5,
-33.61,151.1,
40.98,28.6,
19.33,-99.18,
19.48,-99.18,
-22.99,-43.3,
13.79,100.78,
13.75,100.68,
-34.07,18.52,
-33.95,18.51,
-22.93,-43.56,
-33.67,150.97,
-33.75,151.18,
42.07,12.36,
13.89,100.62,
-33.99,18.53,
-33.72,151.28,
-33.96,151.08,
-33.74,151.24,
13.82,100.62,
13.72,100.63,
-34.04,18.67,
-33.7,151.28,
41.01,29.1,
41.02,29.03,
22.25,114.15,
-34.0,150.75,
-33.79,150.96,
41.93,12.58,
41.87,12.36,
13.87,100.58,
41.74,12.37,
13.7,100.63,
22.33,114.26,
19.28,-99.15,
-33.83,18.69,
-34.08,18.46,
-33.86,18.62,
-34.14,18.84,
-33.95,18.49,
-33.69,150.94,
-33.78,150.97,
-33.78,151.21,
13.69,100.52,
13.77,100.64,
13.88,100.6,
-33.79,18.49,
-33.98,151.09,
13.67,100.62,
-33.84,151.17,
-34.15,18.9,
-33.8,151.11,
-34.0,151.13,
13.81,100.7,
13.81,100.71,
-33.83,18.67,
-33.74,151.19,
-33.77,151.22,
-34.0,150.9,
40.92,29.21,
13.82,100.6,
-33.87,151.03,
-33.71,151.28,
13.83,100.67,
13.87,100.56,
-33.85,150.93,
-33.68,151.28,
-34.09,18.86,
-34.11,18.4,
-34.01,151.07,
-33.8,151.17,
-33.97,151.24,
-33.8,151.15,
41.78,12.5,
13.79,100.79,
13.92,100.58,
13.67,100.5,
13.67,100.67,
13.74,100.36,
13.83,100.64,
13.72,100.66,
22.45,114.0,
-33.81,18.5,
-33.67,151.09,
-33.71,150.95,
13.93,100.57,
-33.99,18.43,
-22.97,-43.48,
-22.99,-43.31,
41.76,12.32,
13.67,100.36,
13.83,100.58,
13.83,100.61,
22.43,114.08,
-33.79,18.5,
-33.86,150.95,
-33.87,151.12,
-33.74,151.22,
13.88,100.73,
13.88,100.74,
13.79,100.36,
-33.88,18.56,
-33.7,18.45,
-33.61,151.32,
-33.68,151.29,
-33.73,150.91,
41.03,28.64,
41.0,28.7,
19.51,-99.12,
-33.86,151.0,
-33.78,151.04,
41.21,29.01,
19.26,-99.12,
-22.84,-43.28,
41.09,28.65,
19.21,-99.17,
-33.96,151.0,
41.9,12.32,
-33.99,18.48,
-34.05,18.52,
41.06,28.9,
-33.74,150.96,
41.74,12.33,
13.83,100.55,
22.22,114.03,
22.38,114.18,
19.53,-99.15,
-34.0,151.07,
-33.84,151.28,
-33.88,18.55,
22.39,113.98,
-34.19,18.82,
-22.95,-43.38,
-33.72,151.1,
42.01,12.36,
41.88,12.38,
41.17,28.69,
-33.4,150.98,
22.23,114.25,
-22.97,-43.28,
-33.99,151.1,
40.98,28.63,
19.34,-99.03,
-34.13,18.33,
-33.81,151.27,
-33.63,151.28,
19.19,-99.01,
-34.04,18.51,
-22.98,-43.49,
-33.86,150.92,
-33.86,151.01,
-33.9,151.04,
41.17,29.63,
19.25,-99.16,
-33.9,18.42,
-33.98,150.85,
-33.95,151.19,
-33.94,151.19,
41.03,28.6,
41.88,12.83,
41.74,12.36,
22.35,114.25,
-22.97,-43.34,
-33.89,151.03,
41.02,28.6,
41.01,29.07,
-34.1,18.4,
-34.05,18.59,
-33.52,150.91,
41.22,29.02,
41.24,29.04,
41.18,29.0,
41.2,29.02,
41.21,29.02,
41.09,28.63,
41.08,29.09,
41.19,29.04,
-33.51,150.9,
41.11,29.21,
41.16,29.58,
41.07,28.62,
41.2,29.01,
41.29,28.43,
40.97,28.63,
41.06,28.51,
-22.98,-43.4,
41.04,28.43,
41.79,12.35,
13.78,100.69,
13.81,100.8,
19.47,-99.1,
-34.04,18.34,
-34.07,18.81,
-34.01,18.63,
-23.01,-43.63,
-22.98,-43.3,
-22.97,-43.29,
-22.99,-43.43,
-22.86,-43.26,
-33.84,151.25,
-33.78,151.24,
-33.59,151.3,
-33.79,150.94,
-33.66,151.29,
-33.94,151.02,
41.24,29.02,
41.98,12.35,
42.09,12.34,
41.85,12.52,
-33.83,18.73,
13.71,100.71,
-33.79,18.48,
-33.83,18.54,
-34.01,18.74,
-23.02,-43.52,
-22.9,-43.57,
-33.59,151.12,
41.05,28.69,
-34.19,18.36,
-34.04,150.73,
-33.88,18.53,
-34.15,18.39,
-33.9,18.57,
-22.98,-43.32,
-22.98,-43.58,
-22.97,-43.25,
-22.99,-43.45,
-34.01,151.09,
-33.73,151.29,
-33.7,151.12,
-33.76,151.05,
40.97,28.73,
40.86,29.12,
-34.05,18.84,
-22.99,-43.65,
-33.99,151.23,
-34.04,150.81,
22.48,114.11,
22.49,114.14,
19.31,-99.14,
-33.79,151.2,
41.16,28.92,
41.06,28.95,
41.14,29.19,
19.41,-99.25,
-22.89,-43.64,
-33.71,150.96,
41.16,29.61,
13.69,100.44,
-34.01,18.5,
-33.76,150.9,
41.04,28.7,
41.06,29.07,
-33.85,18.64,
-33.83,18.7,
-33.52,151.18,
13.76,100.44,
22.45,114.1,
22.31,114.24,
40.88,29.24,
41.12,29.64,
19.26,-99.01,
40.87,29.14,
-33.75,151.03,
13.8,100.61,
22.38,114.22,
22.37,113.99,
-34.11,18.94,
-33.75,18.45,
-34.04,18.42,
-33.72,151.17,
19.49,-99.12,
-33.84,18.49,
-34.06,18.46,
-33.92,18.68,
41.13,28.31,
41.93,12.55,
-34.13,18.85,
-34.02,151.05,
-33.73,151.08,
41.04,28.67,
19.47,-99.21,
-34.15,18.41,
-33.95,18.5,
41.08,28.96,
41.13,28.32,
42.0,12.37,
41.99,12.48,
-33.93,150.7,
41.99,12.39,
41.73,12.37,
-33.8,151.22,
-33.95,151.09,
41.09,29.91,
-33.63,151.07,
-33.95,151.15,
-33.85,18.65,
-33.75,151.13,
41.12,29.1,
41.09,29.08,
-34.09,18.39,
-33.92,18.69,
-33.9,18.62,
19.32,-99.25,
19.4,-99.2,
-34.08,150.78,
41.05,28.49,
22.39,114.3,
19.3,-99.24,
-33.5,150.87,
-33.94,151.1,
-33.81,18.68,
-33.76,151.2,
-33.67,151.11,
-34.02,151.12,
-34.0,151.12,
-33.88,150.9,
-22.99,-43.69,
-33.82,151.14,
-33.99,151.14,
-33.79,151.21,
-33.85,151.29,
-33.76,151.11,
-33.55,151.21,
-34.06,18.81,
-33.81,18.76,
-33.81,150.92,
42.0,12.43,
-23.03,-43.56,
-33.96,150.85,
-33.76,150.74,
-33.83,151.12,
-33.68,150.87,
41.21,28.72,
41.85,12.35,
19.26,-99.1,
-33.96,150.89,
-33.97,151.09,
-33.77,151.03,
22.37,114.26,
-33.62,151.21,
-33.42,150.92,
-33.75,150.93,
-33.81,151.07,
-34.01,151.2,
-33.79,150.74,
-34.24,18.47,
-22.93,-43.59,
-34.08,151.14,
-33.79,151.11,
-34.0,150.73,
19.38,-99.27,
-34.07,18.45,
-33.98,151.12,
-33.77,150.93,
-33.73,150.75,
-33.73,151.21,
-34.04,151.09,
-33.7,150.88,
-33.94,150.91,
-33.59,151.09,
-33.54,151.14,
-33.77,151.21,
-33.88,150.87,
-33.95,150.91,
-34.08,18.45,
-33.79,18.47,
-34.07,18.44,
-33.81,18.63,
-34.12,18.35,
-34.06,18.42,
-33.81,18.64,
-34.24,18.48,
-33.93,18.54,
-33.87,150.64,
-33.98,151.07,
-33.74,151.27,
-34.06,151.13,
-33.78,150.91,
-33.97,151.26,
-33.76,150.95,
-33.93,151.04,
19.49,-99.19,
-33.96,151.11,
41.77,12.34,
19.32,-99.32,
22.44,114.13,
-33.8,150.96,
-33.75,150.68,
19.31,-99.24,
-33.71,151.15,
-33.61,151.14,
13.73,100.69,
-33.74,151.04,
41.48,28.3,
13.67,100.51,
-33.77,151.18,
41.16,29.59,
13.68,100.69,
-33.95,151.16,
40.89,29.18,
40.94,29.29,
-33.83,18.64,
-33.78,151.18,
-33.74,151.15,
-33.71,150.97,
41.15,29.26,
-34.19,18.41,
-33.72,150.92,
-34.04,151.08,
-33.82,151.06,
-33.86,151.05,
-33.96,150.98,
-33.79,151.06,
41.93,12.56,
41.99,12.54,
-33.64,151.02,
-33.79,151.13,
13.82,100.64,
-34.13,18.91,
-34.14,18.88,
-33.98,150.9,
-33.77,151.0,
41.13,29.85,
40.98,28.8,
41.12,29.15,
41.13,29.82,
13.73,100.65,
13.95,100.61,
13.85,100.67,
13.71,100.81,
19.27,-99.13,
-33.87,18.67,
-33.95,18.61,
-33.76,151.14,
-33.79,150.69,
40.93,29.32,
41.01,29.12,
41.17,28.91,
41.2,29.07,
41.08,28.65,
41.07,28.91,
13.77,100.45,
19.49,-99.1,
-33.99,18.52,
-33.85,150.96,
-33.88,151.0,
41.01,28.91,
41.0,28.91,
13.89,100.59,
-33.87,151.08,
-33.95,151.12,
40.84,29.3,
41.03,28.69,
48.84,2.44,
13.65,100.5,
19.5,-99.21,
-33.87,18.56,
-34.0,18.72,
-22.97,-43.27,
-33.79,151.04,
41.08,28.93,
41.83,12.55,
42.06,12.46,
13.86,100.67,
-33.95,151.1,
-33.78,151.1,
41.24,29.05,
41.06,28.46,
41.73,12.47,
13.73,100.39,
22.43,114.03,
-22.82,-43.32,
-33.99,151.11,
-33.92,151.17,
-33.87,151.14,
41.03,28.8,
40.9,29.25,
41.98,12.42,
13.76,100.41,
13.63,100.44,
19.34,-99.31,
19.3,-99.25,
41.99,12.42,
41.78,12.51,
13.77,100.47,
13.81,100.62,
13.79,100.48,
13.7,100.44,
19.29,-99.17,
19.23,-99.16,
-33.9,18.61,
-33.9,18.53,
-33.93,18.71,
-22.96,-43.42,
-22.99,-43.44,
-22.9,-43.56,
-22.92,-43.63,
-22.92,-43.35,
13.85,100.58,
13.78,100.46,
13.86,100.55,
13.75,100.66,
13.77,100.67,
19.21,-99.2,
-22.99,-43.28,
-23.01,-43.53,
-22.93,-43.64,
-22.99,-43.47,
41.21,29.03,
41.01,29.03,
41.86,12.37,
41.91,12.79,
-34.07,18.46,
-33.69,18.44,
-34.04,18.77,
-34.07,18.43,
-33.89,18.55,
-34.05,151.12,
-33.97,151.08,
-33.66,151.28,
-33.71,151.14,
-33.75,151.11,
-33.76,151.13,
-33.67,151.28,
-33.74,151.16,
-33.6,151.14,
-33.78,150.89,
-33.78,151.15,
-33.74,151.17,
-33.93,150.98,
-33.6,151.01,
-33.81,151.06,
-34.06,151.08,
-33.74,151.23,
-33.75,151.12,
-33.91,151.11,
-33.73,151.28,
-33.76,151.24,
-33.78,151.19,
-33.65,151.16,
-34.03,151.12,
-34.01,151.22,
-33.84,151.05,
-33.75,151.08,
-33.64,151.3,
-33.99,151.05,
-33.65,151.29,
-34.04,150.85,
-33.98,151.1,
-34.02,151.11,
-33.68,151.22,
-33.91,150.87,
-33.73,151.27,
22.29,114.18,
22.5,114.13,
19.5,-99.11,
-34.05,150.83,
-34.0,150.86,
-33.75,150.95,
41.18,29.04,
40.93,29.15,
41.13,29.86,
40.99,28.72,
41.13,29.84,
-33.9,18.64,
13.81,100.59,
13.72,100.76,
-33.89,151.02,
-33.73,150.97,
41.03,28.89,
41.18,28.74,
41.78,12.35,
-33.92,151.05,
41.23,28.69,
13.75,100.47,
-33.89,151.1,
40.98,29.14,
-22.89,-43.37,
-33.87,151.04,
19.3,-99.06,
41.91,12.31,
-22.98,-43.55,
41.15,29.67,
13.95,100.62,
19.24,-99.25,
-33.99,18.65,
-22.96,-43.29,
42.01,12.5,
22.4,113.98,
19.36,-99.08,
-34.14,18.37,
40.91,29.28,
41.12,29.84,
19.25,-99.1,
-22.91,-43.56,
-34.05,151.11,
19.25,-99.24,
-22.92,-43.51,
-22.83,-43.29,
40.89,29.23,
41.19,29.48,
-33.76,150.98,
-23.0,-43.54,
41.05,28.78,
41.06,28.09,
41.03,29.18,
42.0,12.46,
22.37,114.13,
-33.94,18.53,
-34.07,150.73,
41.05,28.5,
13.78,100.68,
22.28,113.94,
-33.59,18.57,
-33.88,18.71,
-33.78,18.48,
-34.07,151.11,
13.86,100.83,
13.74,100.5,
19.29,-99.18,
19.22,-99.09,
19.37,-99.13,
-33.93,18.48,
-33.76,150.7,
13.91,100.59,
13.95,100.57,
19.36,-99.12,
19.4,-99.22,
-33.8,151.13,
-34.07,151.01,
19.32,-99.09,
-33.96,150.95,
-33.99,151.09,
-33.69,150.95,
41.82,12.6,
-33.7,150.92,
41.86,12.62,
13.79,100.53,
19.28,-99.12,
19.28,-99.11,
-33.85,151.01,
-33.76,150.75,
13.85,100.72,
13.77,100.43,
-33.77,151.05,
-34.01,150.88,
-33.91,151.06,
-33.75,150.88,
-33.76,150.97,
13.85,100.55,
-33.96,151.12,
13.85,100.56,
-34.1,150.81,
-33.97,18.52,
-33.95,150.94,
-33.81,151.05,
-33.85,151.1,
-33.73,151.03,
-33.86,151.03,
41.18,28.7,
13.76,100.68,
41.92,12.72,
13.67,100.69,
-33.96,151.07,
-34.0,151.03,
13.88,100.61,
13.7,100.69,
13.92,100.59,
13.72,100.68,
-33.87,18.7,
-33.93,150.91,
-33.8,151.03,
41.04,29.16,
-33.74,150.98,
13.8,100.52,
13.8,100.33,
13.76,100.45,
22.39,114.29,
22.43,114.29,
41.17,29.62,
40.88,29.06,
13.94,100.63,
19.24,-99.1,
-33.94,150.76,
-33.84,151.01,
41.12,29.86,
13.75,100.74,
13.75,100.73,
22.28,113.93,
19.22,-99.23,
-22.97,-43.46,
41.08,28.39,
13.75,100.62,
22.54,114.14,
19.34,-99.06,
19.38,-99.23,
19.2,-99.14,
19.22,-99.2,
19.22,-99.21,
-33.51,151.05,
-33.76,150.73,
-33.76,150.79,
-33.75,150.67,
-33.78,150.85,
40.88,29.27,
41.1,29.04,
41.76,12.35,
-33.63,18.52,
-33.8,150.78,
-33.7,150.82,
19.32,-99.28,
41.97,12.56,
22.22,114.1,
-33.9,150.91,
-33.98,150.87,
-33.87,151.02,
40.86,29.13,
22.25,113.86,
-33.97,18.51,
-22.85,-43.36,
-33.67,151.18,
-33.88,151.05,
-33.96,151.01,
41.14,29.85,
13.74,100.49,
13.66,100.69,
19.48,-99.2,
-34.02,18.5,
-22.82,-43.22,
-22.88,-43.4,
-33.63,151.02,
-33.67,150.99,
-33.72,150.98,
-33.87,150.92,
-33.68,151.11,
-34.06,151.12,
-33.51,151.08,
22.56,114.17,
40.9,29.17,
41.95,12.57,
-22.96,-43.28,
-33.62,151.14,
40.91,29.25,
41.01,28.72,
13.74,100.66,
19.35,-99.24,
-33.88,18.63,
-22.97,-43.65,
-22.91,-43.39,
-33.79,151.19,
41.18,28.99,
41.23,28.85,
41.1,28.81,
40.93,29.33,
41.77,12.56,
-33.99,18.51,
-33.89,18.64,
-22.88,-43.46,
48.86,2.42,
22.21,114.15,
-33.92,18.64,
41.0,28.78,
40.84,29.31,
13.75,100.78,
13.84,100.83,
-33.92,18.65,
-33.98,151.11,
22.36,114.14,
19.35,-99.26,
-23.05,-43.55,
-22.89,-43.27,
-33.74,150.9,
41.89,12.41,
-34.05,18.47,
40.98,29.18,
13.67,100.44,
13.72,100.79,
22.5,114.1,
19.36,-99.22,
41.81,12.6,
-34.11,18.92,
41.15,29.59,
-33.84,18.63,
22.43,114.23,
-33.77,150.7,
-34.18,18.37,
-34.06,150.72,
-33.73,150.88,
-34.04,18.65,
-34.08,151.0,
-33.78,150.95,
-33.77,150.84,
-33.69,151.28,
41.18,28.75,
-33.85,18.6,
-34.05,18.66,
19.21,-99.08,
-33.73,151.09,
19.34,-99.26,
19.39,-99.04,
19.21,-99.09,
-23.01,-43.54,
-33.62,151.04,
41.07,28.15,
41.01,29.13,
42.02,12.37,
13.75,100.8,
22.16,114.3,
19.26,-99.13,
19.25,-99.02,
19.4,-99.05,
-34.14,18.89,
19.42,-99.06,
19.26,-99.21,
41.23,29.11,
13.66,100.46,
41.01,28.7,
41.01,28.71,
22.24,113.95,
19.33,-99.07,
40.99,28.73,
41.14,28.84,
40.81,29.3,
-33.79,150.98,
-23.03,-43.55,
-22.82,-43.31,
19.36,-99.21,
-33.89,150.84,
-34.1,18.46,
41.07,29.07,
40.81,29.27,
13.88,100.56,
13.81,100.73,
13.73,100.74,
13.9,100.59,
-33.94,18.67,
-33.91,18.6,
-33.99,150.77,
-33.71,150.93,
41.71,12.49,
-22.83,-43.32,
41.17,29.04,
13.8,100.74,
13.86,100.66,
22.42,114.07,
19.19,-99.23,
19.33,-99.11,
19.48,-99.14,
-22.88,-43.54,
41.13,28.78,
41.74,12.34,
-22.87,-43.64,
13.84,100.6,
13.82,100.7,
22.33,114.2,
-34.1,18.85,
-33.99,18.69,
-22.97,-43.3,
41.07,29.08,
41.02,29.14,
-23.0,-43.23,
13.78,100.72,
-33.83,18.52,
-34.06,18.75,
41.08,28.66,
19.3,-99.1,
-22.98,-43.65,
-22.96,-43.23,
41.19,29.45,
42.01,12.24,
13.73,100.67,
-33.92,18.67,
22.51,114.13,
19.39,-99.08,
-33.96,18.68,
-33.95,18.68,
-22.98,-43.5,
41.04,28.86,
41.23,29.1,
13.83,100.59,
19.3,-99.05,
-22.92,-43.4,
-22.88,-43.25,
41.03,29.16,
40.87,29.3,
41.18,29.62,
41.23,29.01,
-33.78,150.93,
40.88,29.25,
41.89,12.62,
13.72,100.67,
41.13,28.08,
41.11,29.84,
19.36,-99.05,
40.99,29.14,
-34.05,18.86,
-22.85,-43.35,
-22.91,-43.7,
-22.98,-43.36,
-33.84,151.09,
13.8,100.72,
13.92,100.67,
13.78,100.62,
19.29,-99.05,
-34.05,18.81,
-33.95,18.66,
-22.99,-43.64,
-22.88,-43.33,
41.06,29.24,
41.01,28.63,
40.99,29.15,
41.02,29.1,
13.7,100.34,
22.34,114.21,
22.47,114.21,
19.21,-99.21,
19.28,-99.23,
19.37,-99.05,
-22.84,-43.27,
-22.98,-43.48,
-22.87,-43.52,
-22.99,-43.39,
-22.86,-43.43,
-22.95,-43.65,
-22.9,-43.66,
-22.95,-43.33,
-22.83,-43.35,
-22.86,-43.32,
-33.86,151.02,
41.03,29.05,
40.85,29.3,
41.16,29.09,
40.83,29.31,
41.91,12.66,
19.25,-99.17,
-22.89,-43.39,
40.94,29.3,
41.04,28.65,
41.84,12.37,
13.65,100.36,
-34.02,18.55,
-34.11,18.89,
-22.96,-43.33,
41.13,29.11,
41.1,29.07,
40.94,29.16,
41.04,28.45,
40.96,29.11,
41.16,29.54,
40.9,29.23,
41.16,28.94,
-34.07,18.56,
-22.98,-43.28,
-22.85,-43.54,
41.32,28.72,
41.05,28.39,
13.84,100.65,
13.91,100.57,
-34.05,18.51,
42.0,12.4,
40.95,29.14,
41.87,12.66,
-33.81,18.79,
13.74,100.43,
13.8,100.71,
13.73,100.62,
-33.91,18.58,
40.99,28.88,
41.05,28.8,
41.04,28.91,
13.77,100.7,
13.74,100.69,
13.75,100.45,
13.83,100.74,
-34.12,18.89,
-22.95,-43.39,
-33.78,151.16,
40.94,29.27,
40.83,29.32,
41.95,12.58,
13.85,100.66,
13.84,100.86,
13.84,100.85,
13.64,100.5,
-33.81,18.52,
13.88,100.81,
13.7,100.37,
19.37,-99.04,
19.34,-99.1,
-33.78,150.87,
-33.75,150.9,
41.02,29.13,
13.85,100.69,
13.79,100.74,
13.81,100.6,
13.82,100.72,
13.61,100.41,
13.64,100.44,
13.6,100.51,
13.79,100.41,
13.76,100.79,
19.46,-99.09,
-23.03,-43.52,
-22.91,-43.41,
-22.83,-43.41,
-22.81,-43.18,
-33.93,151.1,
-33.86,150.99,
41.04,28.89,
40.86,29.28,
13.7,100.35,
13.84,100.67,
13.69,100.65,
-33.99,151.13,
-34.01,151.12,
41.09,28.35,
41.04,29.08,
13.85,100.76,
13.77,100.51,
13.77,100.72,
13.65,100.51,
13.75,100.67,
13.77,100.65,
19.24,-99.23,
19.3,-99.03,
19.19,-99.17,
19.33,-99.05,
-22.92,-43.61,
-33.93,151.11,
-33.85,150.98,
40.92,29.22,
40.96,29.19,
41.09,28.81,
41.83,12.58,
13.88,100.71,
13.83,100.6,
13.77,100.39,
13.71,100.84,
19.33,-99.09,
19.27,-99.03,
-22.87,-43.56,
-22.91,-43.69,
-22.92,-43.64,
-22.85,-43.37,
40.91,29.29,
40.92,29.2,
41.87,12.58,
13.91,100.67,
13.79,100.37,
13.9,100.61,
13.89,100.56,
19.35,-99.11,
19.33,-98.98,
-22.84,-43.41,
-22.85,-43.4,
-23.0,-43.51,
-22.87,-43.58,
-33.84,151.06,
41.0,28.62,
41.81,12.62,
13.77,100.52,
19.34,-99.11,
-33.72,151.22,
-33.77,151.17,
13.74,100.53,
-33.98,18.54,
-33.84,18.7,
-33.75,151.14,
-33.75,151.0,
41.08,28.91,
41.02,29.09,
40.93,29.3,
13.7,100.45,
13.89,100.63,
19.29,-99.07,
19.36,-99.0,
-33.9,18.56,
-22.89,-43.24,
-33.8,151.23,
-33.85,150.89,
-33.73,150.93,
-33.75,150.99,
-33.7,150.89,
40.86,29.29,
40.98,28.64,
41.0,29.25,
13.7,100.68,
40.97,29.23,
41.02,28.86,
41.0,28.83,
40.98,28.67,
41.79,12.46,
41.91,12.36,
41.88,12.7,
-33.79,150.91,
-33.74,151.0,
41.06,28.31,
19.34,-99.02,
19.27,-99.21,
-22.84,-43.31,
41.99,12.36,
41.99,12.45,
13.71,100.41,
-33.95,151.03,
13.81,100.92,
41.03,28.46,
-23.0,-43.63,
-33.92,150.95,
40.96,28.62,
-34.22,18.41,
-33.71,150.9,
19.45,-99.08,
-33.73,150.9,
41.89,12.7,
-22.86,-43.37,
-33.74,151.06,
-33.9,150.9,
-33.9,151.09,
-33.92,150.87,
-33.7,151.11,
13.7,100.36,
19.31,-99.11,
-33.72,151.14,
-34.01,151.21,
41.86,12.59,
19.31,-99.2,
-33.9,150.95,
19.39,-99.07,
-33.95,151.06,
19.27,-99.0,
-33.74,151.13,
-33.9,151.03,
19.32,-99.23,
13.72,100.69,
-33.78,150.84,
13.78,100.66,
41.25,28.75,
42.06,12.37,
41.92,12.29,
-22.98,-43.27,
-34.06,18.47,
-22.9,-43.22,
-33.76,151.1,
-33.94,151.01,
-33.95,151.07,
-33.92,151.02,
-33.93,18.68,
-33.96,18.5,
-33.71,150.99,
-33.73,151.14,
-33.79,151.1,
13.79,100.35,
13.65,100.63,
-34.03,18.59,
13.71,100.38,
-33.94,151.07,
-33.79,150.79,
-33.96,151.04,
-33.86,151.04,
-33.74,151.2,
-33.81,150.95,
41.87,12.35,
13.73,100.45,
41.13,28.46,
41.93,12.59,
13.85,100.77,
13.79,100.52,
-33.73,150.94,
41.73,12.51,
-33.89,151.0,
-34.05,150.87,
41.06,29.17,
41.05,28.9,
